tweet_id,clean_text,text,language,timestamp,date,month,likes,retweets,comments,query,label,vader_neg,vader_neu,vader_pos,vader_compound,manual_label,confidence,final_label
1615703107177963520,The conviction of yet another political opponent for allegedly seeking to create hostility against demonstrates the high price of getting involved in politics in the country.,"“The conviction of yet another political opponent for allegedly seeking to create hostility against #Rwanda demonstrates the high price of getting involved in politics in the country.” 

https://t.co/kTF6YxSaxX @hrw",en,2023-01-18 13:30:13+00:00,2023-01-18,2023-01,32,25,1,#Rwanda politics,negative,0.118,0.811,0.071,-0.34,,0.34,negative
1615643943256948737,Politician Convicted for Harming Rwanda s Image Read more,"Politician Convicted for Harming Rwanda’s Image @hrw #Africa #Rwanda #Justice #Politics #Prosecution #LegalIssue
Read more: https://t.co/P12oob2sjh",en,2023-01-18 09:35:07+00:00,2023-01-18,2023-01,0,1,0,#Rwanda politics,negative,0.31,0.69,0.0,-0.5574,,0.5574,negative
1662011860516741127,This time 's Govt is hanging at the edge of a cliff. Blaming this Teke-Yaka conflict on is very ridiculous. DRC's Govt failed to contain this mess at the gates of . Incessant conflicts between communities is a result of ese dividing politics.,#DRC: This time #Tshisekedi's Govt is hanging at the edge of a cliff. Blaming this Teke-Yaka conflict on #Rwanda is very ridiculous. DRC's Govt failed to contain this mess at the gates of #Kinshasa. Incessant conflicts between communities is a result of 🇨🇩ese dividing politics. https://t.co/fggDESdd5A,en,2023-05-26 08:24:40+00:00,2023-05-26,2023-05,25,18,8,#Rwanda politics,negative,0.316,0.684,0.0,-0.9439,,0.9439,negative
1613142506153058304,'s Kagame just announced it cannot keep being host to refugees from the . Another example of how the country politicizes refugee rights. The 's plan to send refugees to Rwanda is based on falsehoods and cynical politics.,"#Rwanda's Kagame just announced it ""cannot keep being host to refugees"" from the #DRCongo. Another example of how the country politicizes refugee rights. 

The #UnitedKingdom's plan to send refugees to Rwanda is based on falsehoods and cynical politics. 👇
https://t.co/T3J1vrOG8v https://t.co/PJSLbIl9Dr",en,2023-01-11 11:55:18+00:00,2023-01-11,2023-01,4,3,0,#Rwanda politics,negative,0.066,0.934,0.0,-0.3818,,0.3818,negative
1650902293422784512,", this is an example of 's officials who don't understand anything about politics but are there blindly as trolls of . They really suffer from Minimizing Unpleasant Messages effect because are afraid of truth amp always run from it.","@gmukabalisa, this is an example of #Rwanda's officials who don't understand anything about politics but are there blindly as trolls of @rpfinkotanyi. They really suffer from #MUM [Minimizing Unpleasant Messages] effect because are afraid of truth &amp; always run from it.

@jumuiya https://t.co/yfhMNCBxL0",en,2023-04-25 16:39:13+00:00,2023-04-25,2023-04,18,16,1,#Rwanda politics,negative,0.189,0.751,0.06,-0.8121,,0.8121,negative
1633028291371081728,"Oh dear, I ve upset a few Brexit knuckledraggers, they were enjoying the dog whistling politics This law won t happen just like isn t going to happen Welcome","Oh dear, I’ve upset a few Brexit knuckledraggers, they were enjoying the dog whistling politics 😂
This law won’t happen just like #Rwanda isn’t going to happen 

#ToriesOut243 #GeneralElectionNow 
#AsylumSeekers Welcome",en,2023-03-07 08:54:19+00:00,2023-03-07,2023-03,21,6,3,#Rwanda politics,positive,0.064,0.564,0.373,0.9118,,0.9118,positive
1646119222890708995,"Min shares how the root causes of the Genocide against the Tutsi were planted by the Colonials who abused the protectorate mandate. How they enabled discriminatory based politics amp supported violence against Tutsi, as they wrote it themselves.","#Rwanda 🇷🇼 #Kwibuka29 Min @DrDamascene shares how the root causes of the Genocide against the Tutsi were planted by the Colonials who abused the protectorate mandate. How they enabled discriminatory based politics &amp; supported violence against Tutsi, as they wrote it themselves. https://t.co/54oR5hzBMo",en,2023-04-12 11:53:00+00:00,2023-04-12,2023-04,20,14,4,#Rwanda politics,negative,0.161,0.741,0.098,-0.5994,,0.5994,negative
1641745811670278144,"Everything I do about freedom of speech in is because I love my own country. Otherwise tonight I would spend the whole night in a night club like everyone else. However, my priority now is to see you telling the truth about Rwanda politics or what is happening to you or your neighbours with no fear that you will be abducted, assassinated or incarcerated by . Let us strive for our basic rights then we will have enough time to make fun freely.","Everything I do about freedom of speech in #Rwanda is because I love my own country.  

Otherwise tonight I would spend the whole night in a night club like everyone else. 

However, my priority now is to see you telling the truth about Rwanda’ politics or what is happening to you or your neighbours with no fear that you will be abducted, assassinated or incarcerated by @RwandaGov. 

Let us strive for our basic rights then we will have enough time to make fun freely.✅",en,2023-03-31 10:14:38+00:00,2023-03-31,2023-03,30,2,24,#Rwanda politics,positive,0.033,0.748,0.22,0.9567,,0.9567,positive
1609429544309751808,"'s speech is full of misunderstandings of what is really going on in World Politics. He's not sure of what he's talking about and contradicting himself. To have PEACE in the , his regime has to STOP sticking to power.","#Rwanda: #PaulKagame's speech is full of misunderstandings of what is really going on in World Politics. He's not sure of what he's talking about and contradicting himself. To have PEACE in the #AGLR, his @rpfinkotanyi regime has to STOP sticking to power.
@jumuiya @SADC_News https://t.co/IprAgmAruD",en,2023-01-01 06:01:19+00:00,2023-01-01,2023-01,59,34,10,#Rwanda politics,negative,0.152,0.759,0.089,-0.2411,negative,0.2411,negative
1636271594380095488,President What the world needs is to see more of the positive spirit of sportsmanship in our politics rather than bringing political divisions into sports. That s speaks to why was proud to host the World Cup and is Honored to host this FIFA Congress.,President @PaulKagame : What the world needs is to see more of the positive spirit of sportsmanship in our politics rather than bringing political divisions into sports. That’s speaks to why #Qatar was proud to host the World Cup and #Rwanda is Honored to host this FIFA Congress. https://t.co/6bHDH12FRv,en,2023-03-16 07:42:03+00:00,2023-03-16,2023-03,16,3,0,#Rwanda politics,positive,0.0,0.767,0.233,0.9093,,0.9093,positive
1711309291779477991,Inside upcoming HRW report on and the politics behind it,"Inside upcoming HRW report on #Rwanda and the politics behind it 

https://t.co/hy5AwjBqWB",en,2023-10-09 09:15:04+00:00,2023-10-09,2023-10,5,1,0,#Rwanda politics,neutral,0.0,1.0,0.0,0.0,neutral,0.0,neutral
1673253132392886273,"This morning I had a good discussion with MP Vice Chair of APPG Finland on Sexual Rights and Development. We discussed about women, rights and politics in as well as immigration policy.","This morning I had a good discussion with MP @HSarkkinen Vice Chair of APPG Finland on Sexual Rights and Development. We discussed about women, rights and politics in #Rwanda as well as immigration policy.",en,2023-06-26 08:53:28+00:00,2023-06-26,2023-06,74,27,21,#Rwanda politics,positive,0.0,0.857,0.143,0.6124,,0.6124,positive
1682276453549764609,"A heartbroken man is forgotten in the prison of autocratic leader . Mr Deo Mushayidi has been abducted in 2010 and sentenced to life imprisonment just because he tried to exercise his rights to freedom of speech on politics. Currently, his life is in danger, because he is not allowed to go to any hospital that has the capacity to take care of him.","A heartbroken man is forgotten in the prison of autocratic leader @PaulKagame. Mr Deo Mushayidi has been abducted in 2010 and sentenced to life imprisonment just because he tried to exercise his rights to freedom of speech on #Rwanda’ politics. 
Currently, his life is in danger, because he is not allowed to go to any hospital that has the capacity to take care of him. 
#FreeDeoMushayidi @RwandaGov @eugirashebuja1 @hrw @amnesty @UN_HRC @HumanRightsCtte",en,2023-07-21 06:28:56+00:00,2023-07-21,2023-07,29,18,5,#Rwanda politics,negative,0.214,0.694,0.092,-0.836,,0.836,negative
1680963885174599680,"President In , we have created an enabling environment for women to be equally represented in leadership positions, including in politics and at all levels.","President #Kagame: In #Rwanda, we have created an enabling environment for women to be equally represented in leadership positions, including in politics and at all levels.

#WD2023 https://t.co/hebTbjRdsL",en,2023-07-17 15:33:15+00:00,2023-07-17,2023-07,56,19,1,#Rwanda politics,positive,0.0,0.923,0.077,0.25,positive,0.25,positive
1707687607855931393,"Yes Rwanda is the best place for women in Politics, we need to see the same efforts that were used to achieve that , should be used to have more women in Economic participation .","Yes Rwanda is the best place for women in Politics, we need to see the same efforts that were used to achieve that ,  should be used to have more women in Economic participation . #Rwanda",en,2023-09-29 09:23:47+00:00,2023-09-29,2023-09,2,3,0,#Rwanda politics,positive,0.0,0.827,0.173,0.7845,,0.7845,positive
1704170320146379154,"Have a Time, a Time to reflect The role of politics and policy in effective governance via","#Rwanda 🇷🇼 
Have a Time, a Time to reflect 
""The role of politics and policy in effective governance"" 
via @MugaboLiban
https://t.co/HagHUNmt16",en,2023-09-19 16:27:20+00:00,2023-09-19,2023-09,4,0,0,#Rwanda politics,positive,0.0,0.838,0.162,0.4767,,0.4767,positive
1703689372833358045,Anti- sentiment has long been a powerful force in politics. Constant Mutamba s campaign is just the latest example of a trend that stretches back over a decade.,Anti-#Rwanda sentiment has long been a powerful force in #Congolese politics. Constant Mutamba’s campaign is just the latest example of a trend that stretches back over a decade. https://t.co/Gqw7Wg03WW,en,2023-09-18 08:36:14+00:00,2023-09-18,2023-09,4,3,1,#Rwanda politics,positive,0.074,0.836,0.09,0.128,neutral,0.128,neutral
1674668788694884352,"Dear plz read the ruling amp analysis. Don t speak unless u understand. The legality of the deal was not questioned. Avoid cheap politics. The issue was the safety of asylum seekers. Myself take issue with this, basing on many safe refugees in","Dear @Drfrankhabineza plz read the ruling &amp; analysis. Don’t speak unless u understand. The legality of the deal was not questioned. Avoid cheap politics. The issue was the safety of asylum seekers. Myself take issue with this, basing on many safe refugees in #Rwanda @omardaair",en,2023-06-30 06:38:47+00:00,2023-06-30,2023-06,6,1,0,#Rwanda politics,positive,0.0,0.743,0.257,0.8684,,0.8684,positive
1681248923531223040,In we've created an enabling env't for to be equally represented in leadership positions including in politics amp at all levels. Our priorities are to advance across all sectors esp digital amp financial inclusion amp to continue challenging traditional,"""In #Rwanda we've created an enabling env't for #women to be equally represented in leadership positions including in politics &amp; at all levels. Our priorities are to advance #GenderEquality across all sectors esp digital &amp; financial inclusion &amp; to continue challenging traditional https://t.co/Rvx0FviVf4",en,2023-07-18 10:25:54+00:00,2023-07-18,2023-07,27,19,1,#Rwanda politics,positive,0.0,0.911,0.089,0.3818,,0.3818,positive
1666027356954193921,WOW!.It's more than clear that 's politics hangs on connecting to everything that exposes his incompetence. This fraudulant president now tries to label his opponents as traitors just to gain popularity. No hope to see ever governed by competent leaders.,WOW!.It's more than clear that #Tshisekedi's politics hangs on connecting #Rwanda to everything that exposes his incompetence. This fraudulant president now tries to label his opponents as traitors just to gain popularity.🤣 No hope to see #DRC ever governed by competent leaders. https://t.co/Euh5IfhCpn,en,2023-06-06 10:20:49+00:00,2023-06-06,2023-06,23,15,9,#Rwanda politics,positive,0.138,0.632,0.229,0.697,,0.697,positive
1686621639801233408,"This position should have been given to someone who has experience in the politics of the region where is located. For example, having previously worked in the local government etc . Anyway congratulations to Ange.","This position should have been given to someone who has experience in the politics of the region where #Rwanda is located. For example, having previously worked in the local government etc…. Anyway congratulations to Ange. https://t.co/hA8JqlnvaY",en,2023-08-02 06:15:09+00:00,2023-08-02,2023-08,32,4,26,#Rwanda politics,positive,0.0,0.897,0.103,0.5994,,0.5994,positive
1711643711828824417,7 What anti-Kagame critics ignore is that democracy is not a one size fits all. like every country has right to choose a democratic system that suits its own national conditions. History has proven that it is not possible for Rwanda to copy the politics of other countries.,7)What anti-Kagame critics ignore is that democracy is not a one size fits all.#Rwanda like every country has right to choose a democratic system that suits its own national conditions. History has proven that it is not possible for Rwanda to copy the politics of other countries.,en,2023-10-10 07:23:56+00:00,2023-10-10,2023-10,7,6,1,#Rwanda politics,negative,0.09,0.862,0.048,-0.296,,0.296,negative
1671812726836850688,"Congolese population, especially those in Eastern have proven to be resilient despite Kinshasa government's politics of division. Eastern DRC needs security and population can take care of their problems. They are not trained to only dance ndombolo all day long and blame","Congolese population, especially those in Eastern have proven to be resilient despite Kinshasa government's politics of division. Eastern DRC needs security and population can take care of their problems. They are not trained to only dance ndombolo all day long and blame #Rwanda https://t.co/IWU3ERXVBT",en,2023-06-22 09:29:49+00:00,2023-06-22,2023-06,20,10,5,#Rwanda politics,positive,0.105,0.78,0.115,0.128,positive,0.128,positive
1711200050708086832,Inside the upcoming Human Rights Watch HRW report on and the politics behind it,"Inside the upcoming Human Rights Watch (HRW) report on #Rwanda and the politics behind it 

https://t.co/hy5AwjBqWB",en,2023-10-09 02:00:59+00:00,2023-10-09,2023-10,7,3,2,#Rwanda politics,neutral,0.0,1.0,0.0,0.0,neutral,0.0,neutral
1670864263378763791,"Day 1 of Ambassadors' Congress. Meetings with our political leadership , , , , , as well as special guest, Foreign Min. of . Security policy, , economy, global politics among the topics.","Day 1️⃣ of 🇵🇱 Ambassadors' Congress. Meetings with our political leadership @AndrzejDuda, @elzbietawitek, @profGrodzki, @MorawieckiM, @RauZbigniew, as well as special guest, Foreign Min. @Vbiruta of #Rwanda. Security policy, #UkraineWar, economy, global politics among the topics. https://t.co/oiiH22VXMP",en,2023-06-19 18:40:58+00:00,2023-06-19,2023-06,15,0,0,#Rwanda politics,positive,0.0,0.806,0.194,0.7351,,0.7351,positive
1676154802751897602,A song called Wanageshi wa Rwanda tuna Songa capture 5points. 1. We don t want ethnic divisions in 2. We don t want bad governance 3. We don t want Rwandan refugees. We don t want corruption 4. We don t want segregation 5. We don t want siasa Mbaya bad politics,A song called “Wanageshi wa Rwanda tuna Songa” capture 5points. 1. We don’t want ethnic divisions in #Rwanda 2. We don’t want bad governance 3. We don’t want Rwandan refugees. We don’t want corruption 4. We don’t want segregation 5. We don’t want siasa Mbaya (bad politics),en,2023-07-04 09:03:41+00:00,2023-07-04,2023-07,24,4,4,#Rwanda politics,negative,0.119,0.748,0.133,-0.6369,,0.6369,negative
1708418181956591957,it is immoral for this country the UK to see themselves as... the compassionate country. They enslaved millions of people for 400 years... Compassion in this country is politics... There's no compassion here. Rwandan ambassador to UK,"""it is immoral for this country [the UK] to see themselves as... the compassionate country. They enslaved millions of people for 400 years... Compassion in this country is politics... There's no compassion here."" Rwandan ambassador to UK
#immigration #Refugees #Rwanda",en,2023-10-01 09:46:50+00:00,2023-10-01,2023-10,3,3,0,#Rwanda politics,negative,0.176,0.69,0.134,-0.2453,negative,0.2453,negative
1704545205813117282,"There is certainly a very negative feeling about the interference of foreign powers in African politics, but that does not excuse the problems facing our continent, which concern us first and foremost.","""There is certainly a very negative feeling about the interference of foreign powers in African politics, but that does not excuse the problems facing our continent, which concern us first and foremost."" #Rwanda #Kagame https://t.co/CoGFDTw3vH",en,2023-09-20 17:17:00+00:00,2023-09-20,2023-09,1,3,0,#Rwanda politics,positive,0.104,0.734,0.162,0.2839,,0.2839,positive
1674724239859933184,Suella Braverman's dream of sending asylum seekers to ruled unlawful by Court of Appeal of tells me why this isn t just about Rwanda alone but that this nightmare is all part of a politics of hate Full report,"Suella Braverman's “dream” of sending asylum seekers to #Rwanda ruled unlawful by Court of Appeal 

@tsanga10 of @FreefromTorture tells me why this isn’t just about Rwanda alone but that this “nightmare is all part of a politics of hate”

Full report 👇",en,2023-06-30 10:19:08+00:00,2023-06-30,2023-06,5,5,1,#Rwanda politics,negative,0.149,0.817,0.034,-0.7227,,0.7227,negative
1677944749649436674,"A Book that I highly recommend L'HOMME DE FER conversations avec Paul Kagame , le président du Politics Leadership Resilience Patriotism Vision What are you reading these days? Comment below","A Book that I highly recommend 💯
《▪︎L'HOMME DE FER▪︎ "" conversations avec Paul Kagame , le président du #Rwanda》
▪︎Politics
▪︎Leadership 
▪︎Resilience
▪︎Patriotism
▪︎Vision
What are you reading these days? Comment below 👇 https://t.co/KhVzD9GJLi",en,2023-07-09 07:36:17+00:00,2023-07-09,2023-07,29,4,6,#Rwanda politics,positive,0.0,0.854,0.146,0.5849,,0.5849,positive
1724929000491962841,"policy in disarray as senior Tories warn Rishi Sunak his plan B won't work At this point, all we re seeing is performative politics from Sunak There s nothing of substance that could possibly work before the next general election Fortunately","#Rwanda policy in disarray as senior Tories warn Rishi Sunak his plan B won't work

At this point, all we’re seeing is performative politics from Sunak

There’s nothing of substance that could possibly work before the next general election

Fortunately  https://t.co/4lsFymzce0",en,2023-11-15 23:14:56+00:00,2023-11-15,2023-11,5,3,0,#Rwanda politics,negative,0.034,0.966,0.0,-0.1027,negative,0.1027,negative
1734182004139114588,"Good question! How can UN agencies consider as safe for Afghan schoolgirls and for migrants stranded in Libya, but suddenly considers our country as a risky place for migrants from the UK? Are they not all human beings, or did the UN Agency fell into the trap of British politics, which is against its humanitarian mission? Quote Yet it was the UN's International Organisation for Migration which helped strike the deal to bring the Afghani girls to Rwanda to 'provide a safe space for them to receive a secondary level education'. What's more, the UNHCR itself assists the Kigali government in rescuing migrants stranded in Libya. More than 2,000, mainly sub-Saharan Africans, have been flown in on mercy flights from Tripoli to a brick-built village where they are hosted by Rwanda while awaiting new lives in Norway, Australia, and Canada .","Good question! 

How can UN agencies consider #Rwanda as safe for Afghan schoolgirls and for migrants stranded in Libya, but suddenly considers our country as a risky place for migrants from the UK? 

Are they not all human beings, or did the UN @Refugees Agency fell into the trap of British politics, which is against its humanitarian mission? 

Quote:

""Yet it was the UN's International Organisation for Migration which helped strike the deal to bring the Afghani girls to Rwanda to 'provide a safe space for them to receive a secondary level education'. What's more, the UNHCR itself assists the Kigali government in rescuing migrants stranded in Libya. More than 2,000, mainly sub-Saharan Africans, have been flown in on mercy flights from Tripoli to a brick-built village where they are hosted by Rwanda while awaiting new lives in Norway, Australia, and Canada"".",en,2023-12-11 12:03:03+00:00,2023-12-11,2023-12,74,34,1,#Rwanda politics,positive,0.045,0.878,0.076,0.6958,,0.6958,positive
1725054964584624541,"does deserve respect, no doubt. That UK internal politics contributed to break their own internal system towards migration amp social justice is what their judiciary just revealed by scapegoating The Nation that has exactly been an example of valuing Humanity above all","#Rwanda does deserve respect, no doubt. That UK 🇬🇧 internal politics contributed to break their own internal system towards migration &amp; social justice is what their judiciary just revealed by scapegoating The Nation that has exactly been an example of valuing Humanity above all https://t.co/gH6rTPON8i",en,2023-11-16 07:35:28+00:00,2023-11-16,2023-11,39,17,29,#Rwanda politics,positive,0.0,0.775,0.225,0.8753,,0.8753,positive
1747897831732474349,"An internal Tory drama engulfing our politics? The policy feels like all over again Stop the boats has that distinctive take back control finality, the full stop to any debate, the curtain call on any possibility of compromise","An internal Tory drama engulfing our politics? The #Rwanda policy feels like #Brexit all over again

“Stop the boats” has that distinctive “take back control” finality, the full stop to any debate, the curtain call on any possibility of compromise” https://t.co/bWM4oHkT9a",en,2024-01-18 08:24:52+00:00,2024-01-18,2024-01,8,7,2,#Rwanda politics,negative,0.105,0.835,0.06,-0.2263,negative,0.2263,negative
1747985803265839277,The 2022 reopening of - border had eased access to essential goods from . Pres. 's egocentric action of closing that border also disrupts travel for those from amp to as borders remain open. Fatal misstep in Burundi's politics,The 2022 reopening of #Rwanda - #Burundi border had eased access to essential goods from 🇷🇼. Pres. #Evariste's egocentric action of closing that border also disrupts travel for those from #Goma&amp; #Bukavu to 🇧🇮 as #DRC_Rwanda borders remain open. Fatal misstep in Burundi's politics https://t.co/LACHpLqaw0,en,2024-01-18 14:14:26+00:00,2024-01-18,2024-01,3,2,1,#Rwanda politics,negative,0.082,0.867,0.052,-0.3182,,0.3182,negative
1731206745039515754,"Faustin Twagiramungu, 's former Prime Minister, died Saturday at the age of 78 in Brussels, Belgium, where he resided in self-imposed exile. He promoted ethnic politics and extremist ideologies since his resignation in August 1995.","""Faustin Twagiramungu, #Rwanda's former Prime Minister, died Saturday at the age of 78 in Brussels, Belgium, where he resided in self-imposed exile.

He promoted ethnic politics and extremist ideologies since his resignation in August 1995.

https://t.co/mcvUbBTBSO",en,2023-12-03 07:00:26+00:00,2023-12-03,2023-12,11,3,2,#Rwanda politics,negative,0.143,0.788,0.069,-0.4588,,0.4588,negative
1767952809255674049,"VISIT RWANDA A novel, uniquely Rwandan concept and then The Burundi team s actions and behavior says a lot about their leadership. One s actions tells you a lot about their thinking. Sports unites nations, and injecting politics into it is not only a bad idea but lack of foresight and deep thought. Shalita Willis by","#Rwanda 🇷🇼 

“VISIT RWANDA” — A novel, uniquely Rwandan concept … 
… and then… 
“The Burundi team’s actions and behavior says a lot about their leadership. One’s actions tells you a lot about their thinking. Sports unites nations, and injecting politics into it is not only a bad idea but lack of foresight and deep thought.” 
Shalita Willis by

https://t.co/ZQ0Mp5tHNK",en,2024-03-13 16:36:11+00:00,2024-03-13,2024-03,10,2,5,#Rwanda politics,negative,0.05,0.89,0.06,-0.0964,negative,0.0964,negative
1764545794139426869,"I have always thought that Talks were a place for neutral and universalist ideas. I did not know that it was also a means of partisan politics. I hate it when these Tutsi extremists claim that in 1994, changed for good only because they returned to Rwanda as former refugees. By saying this, this lady pretend not to know that on that day she come back in Rwanda,many Rwandans including myself,became refugees again and that their children were born outside just like them 20 or 30 years before. is pretending also not to know that when certain innocent allowed themselves to be massacred, at the same time, other Tutsis massacred other innocents ,two separate incidents for the same reason. How has changed if it is just repeating the same policy of who is in and who is out? In this presentation, the lady is trying to pass the famous message that everyone is bad except us, because we are the only victims and because we are the only good ones du n importe quoi! When We See Us - Rwanda and the power of traditional wisdom Jeanne Adi... via","I have always thought that @TEDx Talks were a place for  neutral and universalist ideas. I did not know that it was also a means of partisan politics.
I hate it when these Tutsi extremists claim that in 1994, #Rwanda changed for good only because they returned to Rwanda as former refugees. 
⏺By saying this, this lady  @NdatirwaJeanne  pretend not to know that on that day she come back in Rwanda,many Rwandans including myself,became refugees again and that their children were born outside just like them 20 or 30 years before. 
⏺@NdatirwaJeanne is pretending also not to know that when certain innocent #Tutsis allowed themselves to be massacred, at the same time, other Tutsis massacred other innocents #hutus,two separate incidents for the same reason.
⏺How has #Rwanda changed if it is just repeating the same policy of who is in and who is out?
In this presentation, the lady is trying to pass the famous message that ""everyone is bad except us, because we are the only victims and because we are the only good ones” du n importe quoi! 
⤵️
When We See Us - Rwanda and the power of traditional wisdom | Jeanne Adi... https://t.co/uL8nEYNMvj via @YouTube",en,2024-03-04 06:57:55+00:00,2024-03-04,2024-03,46,8,29,#Rwanda politics,positive,0.052,0.851,0.096,0.7959,,0.7959,positive
1732457781759013076,"24 hours in amp is already getting cold feet about being associated with the British government. After all, it does have its reputation to think of. So much time amp effort being put into pure spite with so little success. They're spectacularly bad at politics, aren't they?","24 hours in &amp; #rwanda is already getting cold feet about being associated with the British government. After all, it does have its reputation to think of. So much time &amp; effort being put into pure spite with so little success. They're *spectacularly* bad at politics, aren't they? https://t.co/sImnyvPq3M",en,2023-12-06 17:51:37+00:00,2023-12-06,2023-12,4,1,0,#Rwanda politics,negative,0.126,0.806,0.068,-0.4964,,0.4964,negative
